number_of_vehicles,number_of_casualties,day_of_week,time,local_authority_district,speed_limit,junction_detail,pedestrian_crossing_physical_facilities,light_conditions,road_surface_conditions,urban_or_rural_area,sex_of_casualty,age_band_of_casualty,casualty_severity,casualty_home_area_type,casualty_imd_decile,Year,Month,Day,wind_conditions,weather_conditions_Fine,weather_conditions_Fog or mist,weather_conditions_Other,weather_conditions_Raining,weather_conditions_Snowing,casualty_type_Car driver,casualty_type_Car front seat passenger,casualty_type_Car rear seat passenger,casualty_type_Cyclist,casualty_type_Goods vehicle driver,casualty_type_Goods vehicle passenger,casualty_type_Motorcycle passenger,casualty_type_Motorcycle rider,casualty_type_Other vehicle occupant,casualty_type_Pedestrian,casualty_type_Public transport driver,casualty_type_Public transport passenger
2,1,4,20,2,70,1,0,2,1,1,0,7,0,0,1,2019,6,7,0,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
3,1,7,16,2,30,1,0,0,0,1,1,5,0,1,8,2019,9,1,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2,2,5,12,3,20,0,0,0,0,0,1,3,1,1,0,2020,6,6,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2,2,5,12,3,20,0,0,0,0,0,1,3,1,1,0,2020,6,6,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2,1,2,13,0,30,0,0,0,0,0,1,5,0,0,3,2020,12,2,0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2,1,1,19,1,30,0,0,1,0,0,0,5,0,0,7,2021,11,23,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2,1,0,8,3,30,1,0,0,0,0,1,6,0,1,0,2021,5,10,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1,1,4,22,0,60,1,0,2,2,1,1,7,0,0,0,2018,1,19,0,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2,1,2,8,2,30,0,0,0,0,0,0,3,0,0,0,2022,9,28,0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
1,1,7,13,3,30,0,0,0,0,0,1,1,0,0,5,2022,8,21,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2,2,4,15,2,40,1,0,0,1,1,0,7,0,1,4,2019,12,13,0,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
2,2,4,15,2,40,1,0,0,1,1,0,7,0,1,4,2019,12,13,0,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
2,1,4,22,3,30,0,1,1,1,0,1,8,0,0,9,2019,12,6,0,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
2,1,4,22,1,30,1,0,1,1,0,0,4,0,0,1,2019,2,8,1,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
2,1,3,18,3,30,0,0,1,0,0,0,3,1,1,0,2020,1,30,0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2,1,1,17,1,30,1,0,0,0,0,1,8,0,0,0,2019,3,19,0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2,1,4,11,3,30,0,0,0,0,0,1,7,1,0,2,2020,10,16,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2,1,4,18,2,40,1,0,1,1,0,0,8,1,0,5,2018,3,2,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2,1,1,15,2,30,1,0,0,0,1,0,8,1,1,4,2021,4,13,0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2,1,1,15,1,40,0,1,0,0,0,1,5,1,0,7,2022,1,11,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1,1,1,15,0,60,1,0,0,0,1,0,4,0,0,1,2018,8,21,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
1,1,2,22,3,40,0,0,1,1,0,0,3,1,1,0,2018,11,7,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2,2,4,12,2,40,0,1,0,1,0,1,7,0,0,1,2022,2,18,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
2,2,4,12,2,40,0,1,0,1,0,1,7,0,0,1,2022,2,18,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
2,2,0,13,2,70,1,0,0,0,1,0,7,1,0,4,2022,3,14,0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
2,2,0,13,2,70,1,0,0,0,1,0,7,1,0,4,2022,3,14,0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
2,1,5,19,2,30,0,0,1,0,0,0,5,1,1,0,2021,12,25,0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
1,1,1,14,3,20,1,1,0,1,0,0,2,0,0,1,2018,2,6,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
1,1,0,8,3,30,0,1,0,0,0,0,3,1,1,0,2019,3,25,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2,1,5,20,2,30,0,0,0,0,0,1,7,0,0,3,2021,7,10,0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2,1,2,20,3,30,1,0,1,1,0,1,5,0,0,1,2019,12,18,0,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
1,1,3,17,1,30,0,1,0,0,0,1,10,1,0,1,2018,9,27,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2,1,3,7,3,30,1,0,0,0,0,0,3,1,0,7,2021,9,9,0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
3,1,1,11,2,30,0,0,0,0,1,1,5,0,0,2,2020,6,23,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1,1,2,17,2,30,1,0,0,0,0,0,8,0,0,7,2020,3,4,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2,1,4,10,1,30,0,0,0,0,0,1,5,0,0,0,2020,7,31,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
3,3,2,15,1,50,1,0,0,1,1,1,5,1,1,4,2019,6,12,0,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
3,3,2,15,1,50,1,0,0,1,1,1,5,1,1,4,2019,6,12,0,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
3,3,2,15,1,50,1,0,0,1,1,1,5,1,1,4,2019,6,12,0,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
2,1,0,17,2,30,0,0,0,0,0,0,5,1,0,0,2020,6,22,0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2,2,4,15,2,20,1,0,0,0,0,0,1,0,0,2,2022,5,27,0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2,2,4,15,2,20,1,0,0,0,0,0,1,0,0,2,2022,5,27,0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2,1,5,16,3,30,1,0,1,0,0,0,5,0,1,0,2018,3,17,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2,1,5,10,1,40,0,0,0,0,0,0,7,1,0,1,2022,7,23,0,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1,1,1,8,0,30,1,0,0,2,1,1,4,0,1,7,2020,2,11,0,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False
2,1,0,12,2,30,1,0,0,0,1,0,9,0,0,2,2022,2,28,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1,1,1,6,1,50,0,0,0,1,1,0,4,0,0,2,2018,3,20,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2,1,1,9,3,30,0,0,0,0,0,1,8,0,1,0,2018,7,24,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
3,1,2,9,3,30,0,0,0,0,0,0,7,0,1,0,2020,5,20,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2,1,0,17,0,40,0,0,1,0,1,0,3,0,0,2,2021,11,8,0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2,1,1,9,3,30,0,0,0,0,0,0,7,0,0,9,2018,11,13,0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2,1,4,18,2,30,1,0,0,0,1,0,7,0,1,2,2018,9,14,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2,3,7,6,3,50,0,0,1,1,1,0,5,1,0,8,2019,2,3,1,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2,3,7,6,3,50,0,0,1,1,1,0,5,1,0,8,2019,2,3,1,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2,3,7,6,3,50,0,0,1,1,1,0,5,1,0,8,2019,2,3,1,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
3,2,1,11,2,30,0,0,0,1,0,1,5,0,0,7,2019,12,31,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
3,2,1,11,2,30,0,0,0,1,0,1,5,0,0,7,2019,12,31,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2,1,0,7,2,60,1,0,0,2,1,0,5,0,0,2,2021,11,29,0,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2,2,7,17,3,30,0,0,1,0,0,1,2,1,0,4,2020,10,25,0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
2,2,7,17,3,30,0,0,1,0,0,1,2,1,0,4,2020,10,25,0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
3,2,4,13,2,30,0,0,0,0,0,1,6,0,0,3,2022,1,14,0,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
3,2,4,13,2,30,0,0,0,0,0,1,6,0,0,3,2022,1,14,0,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
4,1,0,0,2,30,1,0,1,0,0,0,6,0,0,7,2020,8,31,0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2,1,5,17,0,60,0,0,0,0,1,0,4,0,1,0,2021,9,11,0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2,2,2,14,1,30,1,0,0,0,0,1,4,0,0,2,2022,11,30,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2,2,2,14,1,30,1,0,0,0,0,1,4,0,0,2,2022,11,30,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2,2,7,20,3,30,0,1,1,1,0,1,6,0,1,0,2018,3,4,0,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
2,2,7,20,3,30,0,1,1,1,0,1,6,0,1,0,2018,3,4,0,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
4,1,0,18,3,30,0,0,1,1,0,0,5,0,1,0,2018,12,24,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
3,1,5,14,2,20,1,0,0,1,0,0,4,0,1,2,2019,11,2,0,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
2,1,2,6,2,40,0,1,1,0,0,1,7,0,0,5,2020,1,29,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2,1,1,19,3,30,0,0,0,0,0,0,7,1,1,0,2021,6,22,0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
1,1,0,8,2,60,1,0,0,0,1,1,5,0,0,0,2020,6,29,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2,1,4,18,3,20,1,0,0,1,0,1,8,1,1,0,2022,10,14,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2,1,5,9,1,30,0,0,0,1,0,0,7,0,0,6,2020,10,31,0,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
1,1,7,13,2,30,1,1,0,0,0,1,2,0,1,4,2020,2,2,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
1,1,4,12,1,30,1,0,0,0,0,1,7,1,0,4,2019,3,1,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2,1,1,9,3,30,1,0,0,1,0,1,9,0,1,0,2018,1,16,0,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
2,1,7,16,3,20,1,0,0,0,0,0,2,0,0,1,2018,9,9,0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
1,1,1,11,3,30,1,0,0,1,0,1,10,1,1,0,2022,9,27,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2,1,0,18,3,30,1,1,1,0,0,0,5,0,1,0,2022,10,24,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2,1,5,15,1,30,1,0,0,0,1,1,7,1,0,5,2018,10,6,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
5,2,4,15,3,30,0,0,0,0,0,1,6,0,1,0,2020,9,18,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
5,2,4,15,3,30,0,0,0,0,0,1,6,0,1,0,2020,9,18,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
3,1,3,12,1,30,0,0,0,1,0,0,6,1,0,3,2019,12,12,0,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
2,1,3,12,0,30,0,0,0,0,0,1,7,0,1,8,2022,12,1,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2,1,7,20,0,30,1,1,1,0,0,0,2,1,0,2,2019,8,25,0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2,1,7,11,0,30,1,0,0,0,1,0,5,0,1,2,2021,8,22,0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
1,1,2,20,0,30,1,0,0,0,0,0,5,1,0,3,2018,7,4,0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
1,1,5,23,3,30,0,1,1,1,0,0,5,1,0,1,2019,3,9,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2,1,2,18,3,30,1,0,0,0,0,0,8,0,1,0,2019,6,5,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1,1,1,13,3,30,1,0,0,0,0,1,7,0,1,0,2020,1,21,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
1,1,4,11,0,30,1,0,0,0,0,1,9,0,0,5,2019,5,31,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2,1,7,0,1,30,1,0,2,0,0,0,3,0,1,8,2022,5,29,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1,1,5,22,1,40,1,0,1,0,1,0,5,0,0,0,2022,9,3,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2,1,3,12,2,40,1,0,0,0,0,0,6,1,0,4,2021,3,11,0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2,1,0,19,0,30,0,0,1,0,0,0,4,0,0,1,2018,1,22,0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
3,1,3,0,1,50,1,0,1,0,0,0,7,0,0,7,2019,9,5,0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
3,1,7,12,0,60,1,0,0,1,1,0,6,1,0,0,2020,6,28,1,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2,1,1,14,1,40,1,0,0,0,0,0,5,0,1,0,2018,9,4,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2,2,4,13,2,70,1,0,0,0,1,0,5,0,0,1,2022,8,12,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2,2,4,13,2,70,1,0,0,0,1,0,5,0,0,1,2022,8,12,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1,1,0,10,1,30,1,0,0,0,0,0,7,0,0,2,2022,11,7,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2,1,3,11,3,30,0,0,0,0,0,0,7,0,0,4,2022,4,28,0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
1,1,0,14,3,40,1,1,0,0,0,1,0,1,1,0,2020,7,6,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
1,1,5,22,1,40,1,1,1,1,0,0,5,1,0,2,2019,12,21,0,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False
2,1,5,7,2,40,0,0,2,0,1,0,7,0,1,1,2021,12,18,0,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2,3,3,12,2,30,0,0,0,0,1,0,8,0,1,7,2021,4,15,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2,3,3,12,2,30,0,0,0,0,1,0,8,0,1,7,2021,4,15,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2,3,3,12,2,30,0,0,0,0,1,0,8,0,1,7,2021,4,15,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
3,2,7,22,2,30,1,0,1,0,0,1,4,0,0,2,2019,5,12,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
3,2,7,22,2,30,1,0,1,0,0,1,4,0,0,2,2019,5,12,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2,1,0,22,0,30,1,0,1,1,1,1,5,0,0,3,2018,3,19,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1,1,0,12,3,30,0,1,0,0,0,1,5,0,0,1,2019,12,2,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2,1,1,15,1,30,1,0,0,0,0,0,7,0,0,2,2019,10,29,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1,1,2,9,3,30,0,0,0,1,0,0,8,0,0,2,2022,1,5,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2,1,2,16,0,40,1,0,0,0,1,1,7,0,1,2,2021,7,7,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2,2,0,17,0,60,1,0,0,0,1,1,7,0,0,0,2021,8,9,0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2,2,0,17,0,60,1,0,0,0,1,1,7,0,0,0,2021,8,9,0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2,1,1,16,0,30,0,0,0,0,0,0,7,0,1,5,2019,3,5,0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
1,1,5,19,1,30,0,1,1,1,0,0,2,0,0,0,2020,11,28,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
3,3,1,17,0,60,1,0,2,2,1,0,7,0,0,1,2020,2,11,1,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
3,3,1,17,0,60,1,0,2,2,1,0,7,0,0,1,2020,2,11,1,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
3,3,1,17,0,60,1,0,2,2,1,0,7,0,0,1,2020,2,11,1,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
2,1,5,15,2,30,0,0,0,0,0,0,2,0,1,0,2022,8,27,0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2,2,2,15,2,40,0,0,0,1,0,0,6,0,1,1,2022,10,5,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2,2,2,15,2,40,0,0,0,1,0,0,6,0,1,1,2022,10,5,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2,1,3,17,3,30,0,1,0,0,0,0,7,0,0,3,2018,5,17,0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2,1,1,18,3,30,1,0,1,0,0,0,3,1,1,0,2018,3,13,0,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
2,2,3,13,0,30,0,0,0,1,0,0,10,1,0,5,2020,10,15,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2,2,3,13,0,30,0,0,0,1,0,0,10,1,0,5,2020,10,15,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2,1,7,21,3,40,0,1,1,0,0,1,7,0,0,9,2019,6,2,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2,1,2,12,2,50,0,0,0,0,1,0,7,0,1,6,2019,4,10,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1,1,1,16,3,20,1,0,2,1,0,1,9,0,1,0,2019,12,10,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
4,3,3,11,3,20,1,0,0,0,0,0,9,0,1,0,2021,9,9,0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
4,3,3,11,3,20,1,0,0,0,0,0,9,0,1,0,2021,9,9,0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
4,3,3,11,3,20,1,0,0,0,0,0,9,0,1,0,2021,9,9,0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
2,1,7,14,3,30,0,0,0,0,0,1,4,0,1,0,2018,12,2,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2,1,5,15,2,20,0,0,0,0,0,0,5,0,0,3,2020,10,10,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2,1,7,11,3,30,1,0,0,0,0,1,8,0,1,0,2022,1,23,0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2,1,3,14,1,40,1,0,0,0,0,0,8,1,0,1,2021,7,8,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2,1,1,16,0,40,1,0,0,0,0,1,7,0,0,6,2019,9,3,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2,3,7,16,3,30,1,0,0,0,0,1,6,0,1,5,2022,5,8,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2,3,7,16,3,30,1,0,0,0,0,1,6,0,1,5,2022,5,8,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2,3,7,16,3,30,1,0,0,0,0,1,6,0,1,5,2022,5,8,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2,1,5,19,2,30,0,0,1,0,0,1,5,0,0,2,2022,1,22,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1,2,0,23,1,50,0,0,2,1,1,1,3,1,0,3,2021,10,4,0,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
1,2,0,23,1,50,0,0,2,1,1,1,3,1,0,3,2021,10,4,0,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
2,2,7,0,2,70,1,0,2,1,1,0,4,0,0,4,2019,9,29,0,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
2,2,7,0,2,70,1,0,2,1,1,0,4,0,0,4,2019,9,29,0,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
2,1,4,6,1,30,0,0,0,0,0,0,5,0,0,1,2018,3,9,0,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2,3,1,7,3,30,0,0,0,1,0,0,6,0,1,0,2021,7,6,0,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
2,3,1,7,3,30,0,0,0,1,0,0,6,0,1,0,2021,7,6,0,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
2,3,1,7,3,30,0,0,0,1,0,0,6,0,1,0,2021,7,6,0,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
1,2,4,8,2,30,1,0,0,1,1,0,3,1,0,1,2019,8,9,0,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False
1,2,4,8,2,30,1,0,0,1,1,0,3,1,0,1,2019,8,9,0,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False
1,1,2,17,1,30,1,1,0,0,1,0,1,1,1,3,2022,2,23,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
3,3,0,23,0,30,1,0,1,1,0,0,2,0,0,0,2021,3,1,0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
3,3,0,23,0,30,1,0,1,1,0,0,2,0,0,0,2021,3,1,0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
3,3,0,23,0,30,1,0,1,1,0,0,2,0,0,0,2021,3,1,0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
3,1,3,19,0,30,0,0,0,0,0,0,7,0,0,3,2019,8,1,0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
2,2,5,14,1,60,1,0,0,1,0,1,3,0,0,5,2021,5,8,0,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
2,2,5,14,1,60,1,0,0,1,0,1,3,0,0,5,2021,5,8,0,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
1,1,0,17,3,30,0,0,1,1,0,0,6,1,1,0,2021,1,4,0,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
1,1,5,3,3,30,1,1,0,0,0,0,6,0,1,0,2019,6,29,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1,1,2,11,3,30,1,0,0,0,0,1,7,1,1,0,2021,12,1,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2,1,1,20,3,30,0,0,1,1,0,0,7,1,1,0,2021,11,30,0,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
1,1,5,22,0,70,1,0,2,0,0,0,5,0,0,3,2022,7,9,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
3,5,0,8,2,40,0,0,0,1,1,0,7,0,1,7,2018,2,19,0,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
3,5,0,8,2,40,0,0,0,1,1,0,7,0,1,7,2018,2,19,0,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
3,5,0,8,2,40,0,0,0,1,1,0,7,0,1,7,2018,2,19,0,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
3,5,0,8,2,40,0,0,0,1,1,0,7,0,1,7,2018,2,19,0,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
3,5,0,8,2,40,0,0,0,1,1,0,7,0,1,7,2018,2,19,0,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
2,1,1,10,3,60,1,0,0,0,0,1,5,0,1,8,2020,10,27,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2,2,1,14,0,30,0,0,0,0,0,0,2,1,1,0,2021,11,16,0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2,2,1,14,0,30,0,0,0,0,0,0,2,1,1,0,2021,11,16,0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2,1,7,10,2,30,0,0,0,0,0,0,5,1,0,1,2022,7,3,0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2,1,3,18,3,30,1,0,0,0,0,1,5,0,0,6,2019,8,8,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1,1,3,13,1,30,1,0,0,0,0,1,6,0,0,2,2020,9,10,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
1,1,1,19,1,70,1,0,2,1,1,1,6,0,1,0,2020,6,16,1,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
1,1,5,20,1,20,0,0,1,1,0,0,9,0,1,0,2020,2,15,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
