number_of_vehicles,number_of_casualties,day_of_week,time,local_authority_district,speed_limit,junction_detail,pedestrian_crossing_physical_facilities,light_conditions,road_surface_conditions,urban_or_rural_area,sex_of_casualty,age_band_of_casualty,casualty_severity,casualty_home_area_type,casualty_imd_decile,Year,Month,Day,wind_conditions,weather_conditions_Fine,weather_conditions_Fog or mist,weather_conditions_Other,weather_conditions_Raining,weather_conditions_Snowing,casualty_type_Car driver,casualty_type_Car front seat passenger,casualty_type_Car rear seat passenger,casualty_type_Cyclist,casualty_type_Goods vehicle driver,casualty_type_Goods vehicle passenger,casualty_type_Motorcycle passenger,casualty_type_Motorcycle rider,casualty_type_Other vehicle occupant,casualty_type_Pedestrian,casualty_type_Public transport driver,casualty_type_Public transport passenger
2,4,7,9,2,30,0,0,0,1,0,0,6,0,0,0,2021,1,10,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
3,2,7,17,2,60,1,0,0,0,1,0,3,0,0,4,2019,5,5,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
3,2,7,17,2,60,1,0,0,0,1,0,3,0,0,4,2019,5,5,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1,1,4,14,2,50,1,0,0,0,1,0,7,0,0,9,2020,11,6,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
3,1,7,9,3,30,0,0,0,2,0,0,7,0,1,0,2018,1,7,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
3,2,1,9,3,30,1,0,0,0,0,1,8,1,1,5,2019,9,3,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
3,2,1,9,3,30,1,0,0,0,0,1,8,1,1,5,2019,9,3,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2,2,5,21,1,30,0,0,1,1,0,1,0,0,0,0,2019,12,14,0,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
2,2,5,21,1,30,0,0,1,1,0,1,0,0,0,0,2019,12,14,0,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
1,1,3,15,3,30,1,1,0,0,0,1,3,0,1,0,2018,2,15,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2,1,5,10,2,40,1,0,0,0,1,0,8,1,0,7,2018,8,4,0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2,1,3,8,3,30,0,0,0,0,0,1,5,0,0,7,2020,1,30,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
3,1,0,9,1,50,0,0,0,1,1,1,4,0,0,8,2018,12,3,0,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
3,2,7,15,3,30,1,1,0,2,0,0,6,0,0,6,2021,11,28,0,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False
3,2,7,15,3,30,1,1,0,2,0,0,6,0,0,6,2021,11,28,0,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False
1,1,5,11,0,40,1,0,0,0,1,0,8,0,0,5,2020,7,4,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2,1,7,9,3,30,0,0,0,0,0,0,10,0,1,0,2018,4,15,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2,2,5,1,0,30,0,0,1,1,0,0,5,0,0,0,2018,2,3,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2,2,5,1,0,30,0,0,1,1,0,0,5,0,0,0,2018,2,3,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2,1,0,19,3,30,1,0,0,0,1,1,9,0,0,0,2019,5,13,0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
1,1,3,15,2,20,1,0,0,0,0,0,6,1,0,2,2022,3,17,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2,2,1,14,2,30,1,0,0,1,0,0,6,0,0,5,2018,2,13,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2,2,1,14,2,30,1,0,0,1,0,0,6,0,0,5,2018,2,13,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1,1,0,16,1,30,0,0,2,0,0,1,2,0,0,8,2021,12,6,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2,1,7,13,1,30,0,0,0,0,1,1,6,0,0,0,2018,11,4,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1,1,4,13,2,30,1,0,0,1,1,1,6,0,1,1,2019,8,16,0,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
1,1,7,2,3,30,0,1,1,1,0,0,4,1,0,1,2022,1,9,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2,1,0,14,3,30,0,0,0,0,0,1,6,0,1,0,2019,4,15,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2,1,0,15,0,30,1,0,0,0,0,0,3,0,0,1,2021,3,22,0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2,1,0,3,1,70,1,0,2,0,1,0,5,1,0,3,2019,3,4,1,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2,1,5,12,3,30,1,0,0,0,0,1,7,0,1,0,2021,10,9,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1,1,5,17,3,40,1,0,2,2,1,0,8,0,1,0,2021,1,23,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2,1,7,15,2,30,1,0,0,0,1,0,3,0,0,4,2022,4,10,0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
1,1,3,11,0,40,0,0,0,1,1,0,5,0,0,1,2018,11,1,0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
2,1,3,19,3,20,0,0,0,0,0,0,1,0,0,1,2022,5,26,0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2,2,3,19,2,60,1,0,2,0,1,0,3,0,1,0,2020,8,6,0,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2,2,3,19,2,60,1,0,2,0,1,0,3,0,1,0,2020,8,6,0,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
3,1,4,5,0,30,0,0,0,0,0,0,4,1,0,1,2019,3,22,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2,1,0,17,1,30,1,0,0,0,0,1,7,0,1,7,2022,7,11,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2,2,0,9,2,30,1,0,0,0,0,0,5,0,1,0,2018,11,12,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2,2,0,9,2,30,1,0,0,0,0,0,5,0,1,0,2018,11,12,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
5,1,1,10,1,30,1,0,0,0,0,0,7,1,0,3,2020,10,6,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2,1,7,20,1,50,0,0,0,0,0,0,5,1,0,1,2019,8,18,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2,1,3,16,1,50,1,0,0,0,1,0,5,1,1,0,2020,8,6,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1,1,7,14,2,30,0,0,0,1,1,0,10,0,1,1,2019,12,15,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
2,1,5,12,3,20,0,0,0,0,0,0,4,0,1,0,2020,1,25,0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
1,1,5,13,1,30,0,0,0,0,0,1,1,0,0,4,2019,6,1,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2,1,4,14,3,30,0,0,0,0,0,1,8,0,0,8,2018,11,30,0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
3,1,3,16,3,30,1,0,0,0,0,0,3,1,1,0,2021,7,8,0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
3,3,0,0,3,30,1,0,1,0,0,0,5,0,1,0,2018,9,24,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
3,3,0,0,3,30,1,0,1,0,0,0,5,0,1,0,2018,9,24,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
3,3,0,0,3,30,1,0,1,0,0,0,5,0,1,0,2018,9,24,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1,1,7,1,1,40,0,0,1,0,1,0,5,1,1,4,2020,7,12,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2,1,0,22,2,30,0,0,1,0,0,0,3,0,0,0,2020,11,23,0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2,1,7,0,3,40,0,0,1,0,0,1,5,0,0,0,2018,10,21,0,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2,2,4,8,0,30,0,0,0,0,0,1,9,0,0,0,2018,8,10,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2,2,4,8,0,30,0,0,0,0,0,1,9,0,0,0,2018,8,10,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
5,3,5,13,2,60,0,0,0,0,1,1,8,0,1,1,2018,1,13,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
5,3,5,13,2,60,0,0,0,0,1,1,8,0,1,1,2018,1,13,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
5,3,5,13,2,60,0,0,0,0,1,1,8,0,1,1,2018,1,13,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2,1,4,13,3,30,1,0,0,0,0,1,6,0,1,0,2018,1,26,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1,1,1,14,3,30,1,0,0,0,0,1,10,0,1,0,2018,2,6,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1,1,1,19,2,20,0,0,1,0,0,1,2,1,0,1,2018,1,23,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2,1,7,13,3,40,1,0,0,0,0,0,6,0,1,0,2018,2,25,0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2,1,4,8,3,20,0,0,0,0,0,1,4,0,0,1,2022,1,28,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
3,6,5,14,1,70,1,0,0,0,0,0,8,0,1,8,2019,9,21,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
3,6,5,14,1,70,1,0,0,0,0,0,8,0,1,8,2019,9,21,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
3,6,5,14,1,70,1,0,0,0,0,0,8,0,1,8,2019,9,21,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
3,6,5,14,1,70,1,0,0,0,0,0,8,0,1,8,2019,9,21,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
3,6,5,14,1,70,1,0,0,0,0,0,8,0,1,8,2019,9,21,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
3,6,5,14,1,70,1,0,0,0,0,0,8,0,1,8,2019,9,21,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2,1,2,13,1,30,1,0,0,0,0,0,2,0,0,2,2020,8,26,0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2,1,3,20,2,50,0,0,0,0,1,0,4,0,1,5,2020,7,9,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1,1,4,13,3,30,0,1,0,1,0,0,10,0,0,8,2019,11,15,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
2,1,5,16,3,20,0,0,0,0,0,0,6,0,0,9,2020,3,21,0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2,1,4,15,3,30,0,0,0,0,0,0,6,0,1,0,2020,3,27,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1,1,5,21,2,50,1,0,1,1,1,1,5,0,0,0,2019,10,12,0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2,1,7,1,3,30,0,0,1,2,0,1,3,0,0,7,2018,3,18,0,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False
2,1,3,17,2,60,1,0,0,0,1,1,7,0,1,3,2022,8,4,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
1,1,2,19,3,30,1,1,1,0,0,0,5,1,0,8,2018,10,3,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2,1,5,5,0,60,1,0,2,1,1,1,4,0,1,0,2019,1,12,1,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
1,1,5,19,2,40,0,0,1,1,0,0,8,1,0,1,2018,1,20,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
1,1,4,13,0,30,0,0,0,1,0,0,8,1,0,1,2019,12,20,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
3,1,5,0,3,30,0,0,1,0,0,1,3,0,0,1,2019,7,6,0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2,1,0,18,0,30,0,0,1,0,0,0,2,1,0,3,2022,9,19,0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
1,2,7,17,3,60,1,0,0,0,1,0,4,0,0,3,2018,9,2,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1,2,7,17,3,60,1,0,0,0,1,0,4,0,0,3,2018,9,2,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1,1,0,6,1,50,0,0,0,1,1,0,8,1,0,1,2019,3,18,0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2,1,4,16,3,30,0,0,0,0,0,1,5,0,0,8,2018,6,15,0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2,1,4,8,3,70,1,0,0,0,0,0,10,0,1,9,2021,7,30,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2,1,4,16,1,20,1,0,0,0,0,0,2,0,0,1,2020,1,31,0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2,1,3,19,2,40,1,0,1,0,0,0,6,0,0,1,2020,9,24,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1,1,3,15,1,30,0,0,0,0,0,1,1,0,0,1,2020,1,30,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2,1,2,3,0,30,1,0,1,0,0,0,3,1,0,3,2018,2,21,0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2,1,5,20,2,30,0,0,0,0,0,0,3,0,0,2,2021,6,12,0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
1,1,5,5,3,30,1,0,1,0,0,0,5,1,0,1,2018,9,22,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
3,2,5,12,3,30,1,0,0,0,0,0,5,0,1,0,2020,9,26,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
3,2,5,12,3,30,1,0,0,0,0,0,5,0,1,0,2020,9,26,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1,2,2,14,2,50,1,0,0,0,1,0,8,1,0,2,2021,11,24,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1,2,2,14,2,50,1,0,0,0,1,0,8,1,0,2,2021,11,24,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2,1,1,18,0,30,0,0,0,0,0,0,4,1,1,0,2021,6,22,0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
3,1,5,20,2,30,1,0,1,0,0,1,6,0,1,0,2019,3,23,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
3,1,1,21,0,60,1,0,2,1,1,0,3,1,1,0,2021,2,23,1,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
2,1,7,18,3,30,1,0,0,0,0,1,1,0,1,0,2022,4,3,0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2,1,3,11,3,30,0,0,0,0,0,1,6,1,0,1,2019,3,7,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2,1,1,15,2,40,1,0,0,1,0,0,3,0,0,1,2022,12,13,0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2,1,4,18,3,30,0,1,0,0,0,0,5,0,0,0,2018,9,14,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2,1,5,11,3,20,1,0,0,0,0,0,3,1,0,3,2018,2,24,0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2,1,5,18,1,30,1,0,0,0,0,0,2,0,0,7,2019,10,5,0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2,2,2,14,2,30,1,0,0,0,1,1,4,0,0,1,2020,3,11,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2,2,2,14,2,30,1,0,0,0,1,1,4,0,0,1,2020,3,11,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1,1,2,20,3,30,1,1,1,0,0,1,6,0,1,0,2022,1,26,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
1,1,0,1,2,60,0,0,1,0,1,1,4,1,0,4,2019,12,16,0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2,1,4,7,3,30,1,0,0,0,0,1,8,0,1,0,2019,3,8,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1,2,1,8,2,30,0,0,0,0,1,1,2,0,1,6,2019,10,8,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
1,2,1,8,2,30,0,0,0,0,1,1,2,0,1,6,2019,10,8,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2,1,2,17,3,20,0,0,0,0,0,0,7,0,1,0,2022,2,2,0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
3,1,1,17,2,40,1,0,0,0,1,1,4,0,0,7,2018,9,11,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2,1,2,19,0,30,1,0,1,1,0,0,6,0,0,0,2018,1,17,0,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
2,7,5,5,3,40,0,0,0,0,0,0,6,0,1,0,2018,7,28,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2,7,5,5,3,40,0,0,0,0,0,0,6,0,1,0,2018,7,28,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2,7,5,5,3,40,0,0,0,0,0,0,6,0,1,0,2018,7,28,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2,7,5,5,3,40,0,0,0,0,0,0,6,0,1,0,2018,7,28,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2,7,5,5,3,40,0,0,0,0,0,0,6,0,1,0,2018,7,28,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2,7,5,5,3,40,0,0,0,0,0,0,6,0,1,0,2018,7,28,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2,7,5,5,3,40,0,0,0,0,0,0,6,0,1,0,2018,7,28,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
3,4,2,15,2,60,1,0,0,1,0,0,1,0,0,7,2020,9,23,0,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False
3,4,2,15,2,60,1,0,0,1,0,0,1,0,0,7,2020,9,23,0,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False
3,4,2,15,2,60,1,0,0,1,0,0,1,0,0,7,2020,9,23,0,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False
3,4,2,15,2,60,1,0,0,1,0,0,1,0,0,7,2020,9,23,0,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False
5,1,4,12,0,50,0,0,0,1,1,1,7,0,0,3,2018,11,30,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2,1,5,15,0,30,1,0,0,0,0,0,6,0,0,0,2021,8,14,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1,1,7,19,3,30,0,0,1,1,0,0,10,0,1,0,2022,11,27,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2,1,3,16,1,40,0,0,0,2,0,1,5,1,0,1,2018,3,1,0,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False
2,1,3,15,3,30,0,0,0,0,0,0,1,0,1,0,2019,3,28,0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
1,2,2,0,0,70,1,0,2,1,1,0,3,0,0,0,2022,12,14,0,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1,2,2,0,0,70,1,0,2,1,1,0,3,0,0,0,2022,12,14,0,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1,1,2,13,3,30,0,0,0,0,0,0,8,0,1,0,2020,12,2,0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2,2,4,23,1,40,0,0,1,1,1,0,3,1,0,3,2018,10,12,1,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
2,2,4,23,1,40,0,0,1,1,1,0,3,1,0,3,2018,10,12,1,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
2,1,4,13,2,40,1,0,0,0,0,0,4,0,0,0,2019,4,5,0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2,2,7,18,3,30,0,0,1,1,0,0,3,0,1,0,2021,12,5,0,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
2,2,7,18,3,30,0,0,1,1,0,0,3,0,1,0,2021,12,5,0,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
1,1,7,19,1,30,0,1,1,0,0,1,8,0,0,0,2019,2,10,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
1,1,3,15,3,30,0,1,0,1,0,0,2,1,0,9,2020,2,20,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
2,2,1,16,1,40,0,0,0,0,0,0,4,0,0,2,2022,8,23,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2,2,1,16,1,40,0,0,0,0,0,0,4,0,0,2,2022,8,23,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2,1,7,12,2,40,1,0,0,0,0,0,3,0,1,5,2019,3,10,1,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2,1,2,7,0,30,0,0,0,0,0,0,6,1,0,0,2018,6,6,0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2,1,7,17,3,30,1,0,1,1,0,1,7,0,0,5,2018,2,18,0,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
1,1,0,3,3,40,0,0,1,1,0,0,5,0,0,9,2022,9,5,0,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
2,1,4,17,3,60,0,0,0,0,1,0,8,0,1,2,2020,4,24,0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2,4,2,14,2,40,1,0,0,0,1,1,4,0,1,1,2018,10,17,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2,4,2,14,2,40,1,0,0,0,1,1,4,0,1,1,2018,10,17,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2,4,2,14,2,40,1,0,0,0,1,1,4,0,1,1,2018,10,17,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2,4,2,14,2,40,1,0,0,0,1,1,4,0,1,1,2018,10,17,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2,1,5,13,2,30,1,0,0,1,0,0,7,0,0,2,2019,10,26,0,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
2,1,4,15,1,30,1,0,0,1,1,0,5,0,0,0,2019,2,1,0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1,1,0,16,3,30,1,0,1,1,0,1,7,0,1,0,2021,1,4,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
1,1,0,16,2,20,1,1,0,0,0,1,9,0,0,0,2021,10,25,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2,1,3,12,0,30,0,0,0,1,0,1,5,0,1,0,2019,1,31,0,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1,1,2,12,2,20,0,0,0,0,0,0,8,0,0,0,2021,9,1,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2,1,7,22,1,30,0,0,1,0,0,0,4,1,0,0,2021,5,2,0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
3,1,5,12,1,70,0,0,0,1,1,0,1,1,1,2,2018,2,3,0,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False
2,2,4,9,3,60,0,0,0,0,1,0,8,0,0,2,2019,8,30,1,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
2,2,4,9,3,60,0,0,0,0,1,0,8,0,0,2,2019,8,30,1,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
2,2,4,12,1,60,0,0,0,1,1,1,3,0,0,8,2019,9,27,0,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
2,2,4,12,1,60,0,0,0,1,1,1,3,0,0,8,2019,9,27,0,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
2,1,1,16,1,30,1,0,0,0,0,0,6,0,0,1,2022,9,13,0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2,1,1,7,3,30,1,0,0,0,0,0,4,0,1,0,2022,9,6,0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2,2,5,19,1,30,1,0,1,0,0,0,7,0,0,2,2019,2,2,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2,2,5,19,1,30,1,0,1,0,0,0,7,0,0,2,2019,2,2,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2,1,2,17,2,30,0,1,0,0,0,0,3,1,1,6,2018,10,24,0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
1,1,3,23,0,60,1,0,2,1,1,0,3,1,1,8,2020,2,6,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2,1,1,11,3,30,0,0,0,0,0,1,0,1,1,0,2018,2,6,0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
2,1,4,20,2,30,0,1,1,1,0,0,7,0,0,8,2021,1,29,0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2,1,1,17,3,30,1,0,0,0,0,0,3,0,1,0,2022,5,3,0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
2,1,4,11,2,70,1,0,0,0,1,0,1,0,0,5,2021,8,20,0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
1,1,3,21,2,50,0,0,1,0,1,0,6,1,0,0,2019,9,26,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2,1,3,15,2,30,1,0,0,0,0,0,7,0,0,0,2021,7,1,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1,1,4,19,3,30,1,0,1,0,0,1,1,0,1,0,2022,1,21,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
